"POINTID","GRID_CODE","coords.x1","coords.x2","elevation","slope","aspect","hillshade","clay","sand","bd","soc","LC"
1,0.28202718,-9548038.56118906,3710801.14351084,547,1,327,182,27,37,151,5,10
2,0.28202718,-9547038.56118906,3710801.14351084,560,1,286,184,27,39,147,5,10
3,0.28202718,-9546038.56118906,3710801.14351084,586,2,286,186,27,40,145,5,10
4,0.23218918,-9545038.56118906,3710801.14351084,616,1,29,179,27,42,144,5,9
5,0.23218918,-9544038.56118906,3710801.14351084,601,1,19,179,28,41,143,5,10
6,0.23218918,-9543038.56118906,3710801.14351084,603,1,8,180,29,40,144,5,10
7,0.21139923,-9542038.56118906,3710801.14351084,595,2,39,177,27,40,145,5,9
8,0.21139923,-9541038.56118906,3710801.14351084,574,2,8,179,28,39,147,5,9
9,0.21139923,-9540038.56118906,3710801.14351084,586,2,15,179,28,42,145,5,9
10,0.24283062,-9539038.56118906,3710801.14351084,535,2,9,179,27,42,149,4,10
11,0.24283062,-9538038.56118906,3710801.14351084,548,3,346,182,27,42,148,4,9
12,0.24283062,-9537038.56118906,3710801.14351084,554,2,11,179,27,43,148,4,9
13,0.24565692,-9536038.56118906,3710801.14351084,534,2,18,178,28,42,148,5,10
14,0.24565692,-9535038.56118906,3710801.14351084,533,3,11,179,28,42,148,4,9
15,0.24565692,-9534038.56118906,3710801.14351084,519,2,28,177,27,45,146,4,9
16,0.20413883,-9533038.56118906,3710801.14351084,499,3,12,179,27,46,147,4,9
17,0.20413883,-9532038.56118906,3710801.14351084,495,2,49,176,26,45,148,4,9
18,0.20413883,-9531038.56118906,3710801.14351084,464,2,46,175,27,44,148,4,9
19,0.19657363,-9530038.56118906,3710801.14351084,448,2,15,179,25,47,151,4,9
20,0.19657363,-9529038.56118906,3710801.14351084,452,2,348,182,25,48,151,4,10
21,0.19657363,-9528038.56118906,3710801.14351084,463,2,312,185,27,45,154,4,10
22,0.201105,-9527038.56118906,3710801.14351084,497,2,314,185,26,47,152,4,10
23,0.201105,-9526038.56118906,3710801.14351084,455,3,44,174,27,45,153,4,9
24,0.201105,-9525038.56118906,3710801.14351084,447,2,17,178,25,51,150,4,9
25,0.19639131,-9524038.56118906,3710801.14351084,437,2,37,176,24,49,152,4,9
26,0.19639131,-9523038.56118906,3710801.14351084,407,2,351,181,22,53,152,4,9
27,0.19639131,-9522038.56118906,3710801.14351084,444,2,288,187,24,52,146,4,9
28,0.2149054,-9521038.56118906,3710801.14351084,467,2,264,186,25,51,145,4,9
29,0.2149054,-9520038.56118906,3710801.14351084,497,2,268,186,28,43,141,5,10
30,0.2149054,-9519038.56118906,3710801.14351084,467,5,129,167,26,46,146,4,10
31,0.1509926,-9518038.56118906,3710801.14351084,396,4,113,170,27,46,151,4,10
32,0.1509926,-9517038.56118906,3710801.14351084,366,1,107,176,26,44,155,4,10
33,0.1509926,-9516038.56118906,3710801.14351084,354,0,21,180,25,43,159,4,10
34,0.14854141,-9515038.56118906,3710801.14351084,361,0,316,181,27,41,160,3,10
35,0.14854141,-9514038.56118906,3710801.14351084,359,0,63,180,24,43,159,2,10
36,0.14854141,-9513038.56118906,3710801.14351084,371,1,273,182,25,45,157,3,10
37,0.28202718,-9548038.56118906,3709801.14351084,566,1,5,180,27,39,147,4,10
38,0.28202718,-9547038.56118906,3709801.14351084,572,1,308,183,28,39,147,5,9
39,0.28202718,-9546038.56118906,3709801.14351084,596,2,303,185,29,40,141,5,9
40,0.23218918,-9545038.56118906,3709801.14351084,629,1,6,180,28,41,147,5,10
41,0.23218918,-9544038.56118906,3709801.14351084,617,1,15,179,30,39,142,6,10
42,0.23218918,-9543038.56118906,3709801.14351084,621,1,21,179,30,39,143,6,10
43,0.21139923,-9542038.56118906,3709801.14351084,607,1,20,179,29,39,144,5,10
44,0.21139923,-9541038.56118906,3709801.14351084,610,2,356,181,29,40,145,5,9
45,0.21139923,-9540038.56118906,3709801.14351084,610,1,34,179,27,44,145,5,9
46,0.24283062,-9539038.56118906,3709801.14351084,597,1,354,181,27,43,146,4,9
47,0.24283062,-9538038.56118906,3709801.14351084,599,1,10,180,27,43,145,4,9
48,0.24283062,-9537038.56118906,3709801.14351084,592,1,63,179,28,43,143,5,9
49,0.24565692,-9536038.56118906,3709801.14351084,584,1,0,180,29,41,143,5,9
50,0.24565692,-9535038.56118906,3709801.14351084,592,1,21,179,28,43,143,5,9
51,0.24565692,-9534038.56118906,3709801.14351084,574,2,33,177,27,45,145,4,9
52,0.20413883,-9533038.56118906,3709801.14351084,565,2,30,177,27,45,144,4,10
53,0.20413883,-9532038.56118906,3709801.14351084,502,2,56,175,26,45,145,4,10
54,0.20413883,-9531038.56118906,3709801.14351084,489,2,25,178,26,46,151,4,9
55,0.19657363,-9530038.56118906,3709801.14351084,482,1,354,181,26,47,152,4,10
56,0.19657363,-9529038.56118906,3709801.14351084,493,2,1,180,25,47,156,4,10
57,0.19657363,-9528038.56118906,3709801.14351084,481,2,342,182,25,48,155,4,9
58,0.201105,-9527038.56118906,3709801.14351084,509,1,313,184,25,51,151,4,9
59,0.201105,-9526038.56118906,3709801.14351084,507,3,18,177,26,47,150,4,9
60,0.201105,-9525038.56118906,3709801.14351084,482,2,33,176,24,50,149,4,9
61,0.19639131,-9524038.56118906,3709801.14351084,468,2,30,177,24,51,147,4,9
62,0.19639131,-9523038.56118906,3709801.14351084,452,2,5,180,25,51,148,4,9
63,0.19639131,-9522038.56118906,3709801.14351084,463,1,293,184,26,49,146,4,9
64,0.2149054,-9521038.56118906,3709801.14351084,489,1,178,180,28,46,146,3,9
65,0.2149054,-9520038.56118906,3709801.14351084,462,3,149,175,27,48,144,4,9
66,0.2149054,-9519038.56118906,3709801.14351084,391,4,138,173,25,51,148,3,10
67,0.1509926,-9518038.56118906,3709801.14351084,366,1,129,177,24,50,155,4,10
68,0.1509926,-9517038.56118906,3709801.14351084,361,0,307,181,23,49,157,4,10
69,0.1509926,-9516038.56118906,3709801.14351084,375,1,336,182,25,43,159,4,10
70,0.14854141,-9515038.56118906,3709801.14351084,377,1,15,179,26,42,159,4,10
71,0.14854141,-9514038.56118906,3709801.14351084,367,1,32,179,25,43,158,3,10
72,0.14854141,-9513038.56118906,3709801.14351084,384,1,336,181,25,43,158,3,10
73,0.28202718,-9548038.56118906,3708801.14351084,591,1,33,178,28,39,145,4,10
74,0.28202718,-9547038.56118906,3708801.14351084,587,2,319,183,29,39,145,4,10
75,0.28202718,-9546038.56118906,3708801.14351084,621,2,309,184,29,40,143,4,10
76,0.23218918,-9545038.56118906,3708801.14351084,637,0,295,181,28,41,147,5,10
77,0.23218918,-9544038.56118906,3708801.14351084,636,0,16,180,28,42,145,5,9
78,0.23218918,-9543038.56118906,3708801.14351084,634,0,49,180,29,42,146,5,10
79,0.21139923,-9542038.56118906,3708801.14351084,630,0,23,180,30,41,145,5,9
80,0.21139923,-9541038.56118906,3708801.14351084,629,1,85,178,29,41,142,5,8
81,0.21139923,-9540038.56118906,3708801.14351084,612,1,89,177,29,42,141,4,8
82,0.24283062,-9539038.56118906,3708801.14351084,580,1,129,179,29,41,144,5,10
83,0.24283062,-9538038.56118906,3708801.14351084,581,2,158,179,28,41,147,5,10
84,0.24283062,-9537038.56118906,3708801.14351084,563,2,165,179,27,41,144,5,10
85,0.24565692,-9536038.56118906,3708801.14351084,569,1,180,180,28,42,144,6,10
86,0.24565692,-9535038.56118906,3708801.14351084,563,2,178,180,28,42,145,5,10
87,0.24565692,-9534038.56118906,3708801.14351084,567,1,183,181,27,43,145,5,10
88,0.20413883,-9533038.56118906,3708801.14351084,565,1,128,177,28,44,141,5,10
89,0.20413883,-9532038.56118906,3708801.14351084,535,1,56,178,27,43,148,4,10
90,0.20413883,-9531038.56118906,3708801.14351084,514,2,67,176,26,45,152,4,10
91,0.19657363,-9530038.56118906,3708801.14351084,491,0,32,180,25,47,154,4,10
92,0.19657363,-9529038.56118906,3708801.14351084,507,1,287,183,24,45,154,4,10
93,0.19657363,-9528038.56118906,3708801.14351084,519,1,325,183,27,45,155,4,10
94,0.201105,-9527038.56118906,3708801.14351084,532,1,304,184,26,50,151,4,10
95,0.201105,-9526038.56118906,3708801.14351084,568,2,35,177,27,48,144,4,9
96,0.201105,-9525038.56118906,3708801.14351084,516,3,47,173,25,50,145,4,9
97,0.19639131,-9524038.56118906,3708801.14351084,498,2,31,176,26,50,146,5,9
98,0.19639131,-9523038.56118906,3708801.14351084,478,2,46,177,27,48,147,4,9
99,0.19639131,-9522038.56118906,3708801.14351084,462,2,78,175,27,49,148,4,9
100,0.2149054,-9521038.56118906,3708801.14351084,431,2,99,174,26,51,148,4,9
101,0.2149054,-9520038.56118906,3708801.14351084,400,2,102,175,26,51,147,4,9
102,0.2149054,-9519038.56118906,3708801.14351084,373,1,51,179,23,53,148,4,9
103,0.1509926,-9518038.56118906,3708801.14351084,368,0,356,180,22,53,150,4,10
104,0.1509926,-9517038.56118906,3708801.14351084,374,1,305,183,25,46,158,4,10
105,0.1509926,-9516038.56118906,3708801.14351084,395,1,319,183,25,45,159,4,10
106,0.14854141,-9515038.56118906,3708801.14351084,396,1,22,179,27,43,156,4,10
107,0.14854141,-9514038.56118906,3708801.14351084,383,1,36,178,26,44,155,4,9
108,0.14854141,-9513038.56118906,3708801.14351084,397,1,328,182,26,44,151,4,9
109,0.22475865,-9548038.56118906,3707801.14351084,600,1,2,180,27,39,148,4,10
110,0.22475865,-9547038.56118906,3707801.14351084,612,2,317,184,29,39,142,5,10
111,0.22475865,-9546038.56118906,3707801.14351084,632,1,291,184,30,40,144,5,9
112,0.21373922,-9545038.56118906,3707801.14351084,635,1,116,179,29,41,148,5,10
113,0.21373922,-9544038.56118906,3707801.14351084,629,1,163,179,28,43,143,6,10
114,0.21373922,-9543038.56118906,3707801.14351084,627,1,164,179,28,43,145,5,9
115,0.17507379,-9542038.56118906,3707801.14351084,621,1,154,179,29,41,140,5,9
116,0.17507379,-9541038.56118906,3707801.14351084,612,1,163,179,31,41,140,5,9
117,0.17507379,-9540038.56118906,3707801.14351084,611,1,150,179,29,44,140,4,9
118,0.1565273,-9539038.56118906,3707801.14351084,583,2,106,175,29,42,141,4,9
119,0.1565273,-9538038.56118906,3707801.14351084,549,1,94,176,27,41,149,5,10
120,0.1565273,-9537038.56118906,3707801.14351084,541,1,47,179,27,40,150,4,10
121,0.14851968,-9536038.56118906,3707801.14351084,537,0,113,179,26,42,147,5,10
122,0.14851968,-9535038.56118906,3707801.14351084,531,1,153,179,25,43,147,4,10
123,0.14851968,-9534038.56118906,3707801.14351084,527,1,193,181,26,44,150,5,10
124,0.15990113,-9533038.56118906,3707801.14351084,538,1,180,180,27,44,148,4,10
125,0.15990113,-9532038.56118906,3707801.14351084,520,1,134,179,26,43,153,4,10
126,0.15990113,-9531038.56118906,3707801.14351084,511,1,96,178,25,45,157,3,9
127,0.13725373,-9530038.56118906,3707801.14351084,495,0,38,179,25,45,155,4,10
128,0.13725373,-9529038.56118906,3707801.14351084,503,1,279,183,26,45,151,4,9
129,0.13725373,-9528038.56118906,3707801.14351084,522,1,286,183,25,47,151,4,10
130,0.21651042,-9527038.56118906,3707801.14351084,533,1,291,184,25,47,152,3,10
131,0.21651042,-9526038.56118906,3707801.14351084,564,0,185,180,27,46,146,5,10
132,0.21651042,-9525038.56118906,3707801.14351084,559,2,27,178,28,45,143,5,9
133,0.21477556,-9524038.56118906,3707801.14351084,540,3,55,173,28,44,142,5,10
134,0.21477556,-9523038.56118906,3707801.14351084,492,2,71,173,26,46,148,5,10
135,0.21477556,-9522038.56118906,3707801.14351084,475,1,22,179,26,44,149,4,9
136,0.15464729,-9521038.56118906,3707801.14351084,478,2,21,178,25,49,148,4,9
137,0.15464729,-9520038.56118906,3707801.14351084,450,3,45,173,27,49,150,4,9
138,0.15464729,-9519038.56118906,3707801.14351084,403,2,19,178,26,48,152,4,9
139,0.11933804,-9518038.56118906,3707801.14351084,383,2,25,178,27,43,153,4,9
140,0.11933804,-9517038.56118906,3707801.14351084,383,1,320,183,27,41,158,3,10
141,0.11933804,-9516038.56118906,3707801.14351084,404,1,290,183,25,43,157,4,10
142,0.22225745,-9515038.56118906,3707801.14351084,411,1,4,180,27,44,154,4,10
143,0.22225745,-9514038.56118906,3707801.14351084,402,1,31,179,27,45,149,4,9
144,0.22225745,-9513038.56118906,3707801.14351084,417,1,325,182,27,44,150,4,9
145,0.22475865,-9548038.56118906,3706801.14351084,633,1,10,180,27,39,147,4,10
146,0.22475865,-9547038.56118906,3706801.14351084,627,1,350,181,29,39,146,5,10
147,0.22475865,-9546038.56118906,3706801.14351084,636,0,278,181,29,41,148,5,10
148,0.21373922,-9545038.56118906,3706801.14351084,628,1,125,177,29,41,145,5,10
149,0.21373922,-9544038.56118906,3706801.14351084,606,1,121,177,30,40,140,6,9
150,0.21373922,-9543038.56118906,3706801.14351084,601,1,131,179,31,40,140,6,9
151,0.17507379,-9542038.56118906,3706801.14351084,594,1,145,179,31,39,141,5,9
152,0.17507379,-9541038.56118906,3706801.14351084,592,1,175,180,30,39,142,5,9
153,0.17507379,-9540038.56118906,3706801.14351084,592,1,146,178,29,40,142,5,9
154,0.1565273,-9539038.56118906,3706801.14351084,562,0,224,181,27,42,148,4,10
155,0.1565273,-9538038.56118906,3706801.14351084,578,2,345,182,28,41,151,4,10
156,0.1565273,-9537038.56118906,3706801.14351084,576,2,17,179,28,40,148,4,9
157,0.14851968,-9536038.56118906,3706801.14351084,564,2,53,177,28,39,148,5,9
158,0.14851968,-9535038.56118906,3706801.14351084,540,2,38,177,28,37,149,5,10
159,0.14851968,-9534038.56118906,3706801.14351084,533,1,34,178,27,39,151,4,10
160,0.15990113,-9533038.56118906,3706801.14351084,522,0,76,179,27,40,153,4,10
161,0.15990113,-9532038.56118906,3706801.14351084,517,0,46,179,26,46,152,4,10
162,0.15990113,-9531038.56118906,3706801.14351084,511,1,27,179,24,47,155,4,10
163,0.13725373,-9530038.56118906,3706801.14351084,503,1,357,180,25,48,153,4,10
164,0.13725373,-9529038.56118906,3706801.14351084,512,1,306,183,24,50,151,4,10
165,0.13725373,-9528038.56118906,3706801.14351084,529,1,282,184,24,48,153,4,10
166,0.21651042,-9527038.56118906,3706801.14351084,548,1,287,182,27,44,152,4,10
167,0.21651042,-9526038.56118906,3706801.14351084,554,1,251,183,25,48,152,4,10
168,0.21651042,-9525038.56118906,3706801.14351084,571,0,21,180,29,44,143,5,10
169,0.21477556,-9524038.56118906,3706801.14351084,553,2,87,173,28,44,144,5,9
170,0.21477556,-9523038.56118906,3706801.14351084,504,2,59,175,29,45,149,4,9
171,0.21477556,-9522038.56118906,3706801.14351084,502,1,357,181,25,49,149,4,9
172,0.15464729,-9521038.56118906,3706801.14351084,506,1,28,179,27,46,151,4,9
173,0.15464729,-9520038.56118906,3706801.14351084,485,2,43,175,27,46,152,4,9
174,0.15464729,-9519038.56118906,3706801.14351084,448,3,29,176,27,44,152,4,9
175,0.11933804,-9518038.56118906,3706801.14351084,418,3,36,176,26,44,154,4,9
176,0.11933804,-9517038.56118906,3706801.14351084,403,2,11,179,26,44,156,4,9
177,0.11933804,-9516038.56118906,3706801.14351084,407,2,327,183,25,45,156,4,9
178,0.22225745,-9515038.56118906,3706801.14351084,428,1,340,181,25,45,156,4,10
179,0.22225745,-9514038.56118906,3706801.14351084,416,1,27,179,26,45,149,4,9
180,0.22225745,-9513038.56118906,3706801.14351084,428,2,312,184,26,45,147,4,9
181,0.22475865,-9548038.56118906,3705801.14351084,640,1,69,178,29,41,149,4,10
182,0.22475865,-9547038.56118906,3705801.14351084,632,0,36,180,29,39,150,4,10
183,0.22475865,-9546038.56118906,3705801.14351084,633,0,134,179,29,41,149,5,10
184,0.21373922,-9545038.56118906,3705801.14351084,613,0,104,179,30,39,143,6,9
185,0.21373922,-9544038.56118906,3705801.14351084,610,1,354,181,30,39,142,6,9
186,0.21373922,-9543038.56118906,3705801.14351084,615,1,11,180,31,38,143,6,9
187,0.17507379,-9542038.56118906,3705801.14351084,606,1,47,177,31,38,142,5,9
188,0.17507379,-9541038.56118906,3705801.14351084,587,1,56,177,30,38,144,5,9
189,0.17507379,-9540038.56118906,3705801.14351084,578,1,357,180,31,39,147,5,9
190,0.1565273,-9539038.56118906,3705801.14351084,577,1,316,183,28,42,145,5,10
191,0.1565273,-9538038.56118906,3705801.14351084,610,1,324,182,28,43,148,4,9
192,0.1565273,-9537038.56118906,3705801.14351084,595,2,58,176,29,43,146,5,9
193,0.14851968,-9536038.56118906,3705801.14351084,568,1,28,178,28,40,152,4,9
194,0.14851968,-9535038.56118906,3705801.14351084,577,1,13,179,27,41,149,4,9
195,0.14851968,-9534038.56118906,3705801.14351084,558,1,54,177,26,41,150,4,10
196,0.15990113,-9533038.56118906,3705801.14351084,542,1,70,177,27,40,153,4,10
197,0.15990113,-9532038.56118906,3705801.14351084,529,2,337,182,25,42,152,3,10
198,0.15990113,-9531038.56118906,3705801.14351084,543,2,9,179,27,41,153,4,10
199,0.13725373,-9530038.56118906,3705801.14351084,521,1,24,178,26,41,153,4,10
200,0.13725373,-9529038.56118906,3705801.14351084,525,1,340,181,27,40,155,4,10
201,0.13725373,-9528038.56118906,3705801.14351084,531,1,305,182,27,41,152,5,10
202,0.21651042,-9527038.56118906,3705801.14351084,540,0,216,181,23,51,151,4,10
203,0.21651042,-9526038.56118906,3705801.14351084,555,1,253,183,26,46,152,4,10
204,0.21651042,-9525038.56118906,3705801.14351084,562,1,156,179,30,42,150,6,10
205,0.21477556,-9524038.56118906,3705801.14351084,544,1,116,177,29,42,146,5,10
206,0.21477556,-9523038.56118906,3705801.14351084,528,1,36,178,27,46,145,5,10
207,0.21477556,-9522038.56118906,3705801.14351084,523,1,27,179,27,46,147,4,9
208,0.15464729,-9521038.56118906,3705801.14351084,515,1,27,179,27,47,147,4,9
209,0.15464729,-9520038.56118906,3705801.14351084,511,2,353,181,27,47,149,4,9
210,0.15464729,-9519038.56118906,3705801.14351084,483,2,69,173,29,44,152,4,9
211,0.11933804,-9518038.56118906,3705801.14351084,456,2,45,177,26,45,149,4,9
212,0.11933804,-9517038.56118906,3705801.14351084,449,2,7,179,27,46,150,4,9
213,0.11933804,-9516038.56118906,3705801.14351084,448,2,11,179,27,45,154,4,10
214,0.22225745,-9515038.56118906,3705801.14351084,439,1,26,179,27,44,154,4,9
215,0.22225745,-9514038.56118906,3705801.14351084,434,2,9,179,26,45,147,4,9
216,0.22225745,-9513038.56118906,3705801.14351084,453,2,313,185,27,46,144,4,9
217,0.20550002,-9548038.56118906,3704801.14351084,641,1,30,179,29,42,148,4,10
218,0.20550002,-9547038.56118906,3704801.14351084,638,1,61,179,30,38,146,5,9
219,0.20550002,-9546038.56118906,3704801.14351084,627,1,101,178,30,38,145,5,9
220,0.28286412,-9545038.56118906,3704801.14351084,624,1,332,181,32,38,145,6,9
221,0.28286412,-9544038.56118906,3704801.14351084,627,1,358,180,32,39,146,5,9
222,0.28286412,-9543038.56118906,3704801.14351084,625,1,8,180,32,39,143,5,9
223,0.22747651,-9542038.56118906,3704801.14351084,624,1,25,179,30,39,144,5,9
224,0.22747651,-9541038.56118906,3704801.14351084,614,1,20,179,29,39,146,5,9
225,0.22747651,-9540038.56118906,3704801.14351084,615,1,29,179,29,42,145,5,9
226,0.20428899,-9539038.56118906,3704801.14351084,588,1,351,181,28,43,142,4,8
227,0.20428899,-9538038.56118906,3704801.14351084,607,1,280,182,29,42,149,4,9
228,0.20428899,-9537038.56118906,3704801.14351084,607,1,6,180,30,39,148,4,10
229,0.134131,-9536038.56118906,3704801.14351084,604,1,29,179,28,43,148,5,9
230,0.134131,-9535038.56118906,3704801.14351084,590,1,82,176,27,46,144,4,9
231,0.134131,-9534038.56118906,3704801.14351084,562,2,91,175,27,42,146,4,10
232,0.16072428,-9533038.56118906,3704801.14351084,536,1,73,177,27,40,149,4,10
233,0.16072428,-9532038.56118906,3704801.14351084,570,2,323,185,27,41,150,4,9
234,0.16072428,-9531038.56118906,3704801.14351084,573,1,29,178,29,41,148,5,9
235,0.08469837,-9530038.56118906,3704801.14351084,550,2,37,177,28,40,151,4,10
236,0.08469837,-9529038.56118906,3704801.14351084,544,1,22,179,27,40,152,4,10
237,0.08469837,-9528038.56118906,3704801.14351084,541,0,43,179,28,39,151,5,10
238,0.11571364,-9527038.56118906,3704801.14351084,535,0,136,180,25,46,155,4,10
239,0.11571364,-9526038.56118906,3704801.14351084,546,1,193,181,26,46,154,5,10
240,0.11571364,-9525038.56118906,3704801.14351084,542,1,159,179,30,42,153,5,10
241,0.17362528,-9524038.56118906,3704801.14351084,534,1,166,180,28,43,150,5,10
242,0.17362528,-9523038.56118906,3704801.14351084,538,0,142,180,28,43,152,5,10
243,0.17362528,-9522038.56118906,3704801.14351084,532,0,49,180,28,41,152,4,10
244,0.23552252,-9521038.56118906,3704801.14351084,533,1,312,182,29,40,151,5,10
245,0.23552252,-9520038.56118906,3704801.14351084,552,1,0,180,28,43,147,4,9
246,0.23552252,-9519038.56118906,3704801.14351084,478,3,89,172,29,44,151,4,9
247,0.18001366,-9518038.56118906,3704801.14351084,457,0,340,181,25,46,146,4,9
248,0.18001366,-9517038.56118906,3704801.14351084,483,1,342,181,27,45,147,4,9
249,0.18001366,-9516038.56118906,3704801.14351084,468,1,45,178,27,43,151,4,9
250,0.21507947,-9515038.56118906,3704801.14351084,462,1,351,181,26,43,155,4,9
251,0.21507947,-9514038.56118906,3704801.14351084,473,2,358,181,27,44,152,5,9
252,0.21507947,-9513038.56118906,3704801.14351084,473,2,301,185,26,47,148,4,9
253,0.20550002,-9548038.56118906,3703801.14351084,656,0,80,179,29,43,148,5,10
254,0.20550002,-9547038.56118906,3703801.14351084,641,1,95,177,29,39,151,4,10
255,0.20550002,-9546038.56118906,3703801.14351084,628,0,35,180,29,39,149,5,9
256,0.28286412,-9545038.56118906,3703801.14351084,637,1,339,181,30,39,148,5,10
257,0.28286412,-9544038.56118906,3703801.14351084,643,1,347,181,31,39,147,5,10
258,0.28286412,-9543038.56118906,3703801.14351084,641,0,47,179,32,38,146,5,10
259,0.22747651,-9542038.56118906,3703801.14351084,633,1,88,178,30,40,145,5,10
260,0.22747651,-9541038.56118906,3703801.14351084,615,1,78,177,29,41,147,5,9
261,0.22747651,-9540038.56118906,3703801.14351084,605,1,62,179,29,39,147,5,9
262,0.20428899,-9539038.56118906,3703801.14351084,620,1,340,182,29,42,146,5,9
263,0.20428899,-9538038.56118906,3703801.14351084,614,1,340,181,28,42,147,4,9
264,0.20428899,-9537038.56118906,3703801.14351084,626,1,47,179,29,40,148,4,10
265,0.134131,-9536038.56118906,3703801.14351084,603,1,96,176,29,42,146,5,10
266,0.134131,-9535038.56118906,3703801.14351084,584,2,103,175,28,43,146,5,9
267,0.134131,-9534038.56118906,3703801.14351084,557,1,55,177,27,42,149,5,9
268,0.16072428,-9533038.56118906,3703801.14351084,552,1,335,182,28,42,148,5,9
269,0.16072428,-9532038.56118906,3703801.14351084,590,1,323,182,29,41,149,4,9
270,0.16072428,-9531038.56118906,3703801.14351084,585,1,96,178,30,40,149,5,9
271,0.08469837,-9530038.56118906,3703801.14351084,566,1,81,177,28,42,151,5,9
272,0.08469837,-9529038.56118906,3703801.14351084,551,1,82,178,28,40,151,4,10
273,0.08469837,-9528038.56118906,3703801.14351084,542,1,93,179,25,47,154,4,10
274,0.11571364,-9527038.56118906,3703801.14351084,534,1,83,179,24,49,156,3,10
275,0.11571364,-9526038.56118906,3703801.14351084,525,0,167,180,25,47,154,4,10
276,0.11571364,-9525038.56118906,3703801.14351084,526,1,180,180,30,41,152,5,10
277,0.17362528,-9524038.56118906,3703801.14351084,525,1,176,180,26,44,147,5,10
278,0.17362528,-9523038.56118906,3703801.14351084,525,1,188,181,27,42,147,5,10
279,0.17362528,-9522038.56118906,3703801.14351084,528,1,219,181,28,42,149,4,10
280,0.23552252,-9521038.56118906,3703801.14351084,536,0,208,181,29,42,152,4,9
281,0.23552252,-9520038.56118906,3703801.14351084,533,1,135,177,27,44,145,5,9
282,0.23552252,-9519038.56118906,3703801.14351084,485,1,59,177,28,43,144,5,9
283,0.18001366,-9518038.56118906,3703801.14351084,472,1,352,181,28,44,145,5,9
284,0.18001366,-9517038.56118906,3703801.14351084,489,0,0,180,27,44,150,4,10
285,0.18001366,-9516038.56118906,3703801.14351084,472,1,38,179,23,49,152,4,10
286,0.21507947,-9515038.56118906,3703801.14351084,476,2,300,185,25,45,154,4,10
287,0.21507947,-9514038.56118906,3703801.14351084,515,1,337,182,28,41,149,4,10
288,0.21507947,-9513038.56118906,3703801.14351084,487,1,311,183,26,43,146,5,9
289,0.20550002,-9548038.56118906,3702801.14351084,644,1,112,178,29,43,150,5,10
290,0.20550002,-9547038.56118906,3702801.14351084,635,0,90,180,29,41,150,4,10
291,0.20550002,-9546038.56118906,3702801.14351084,637,1,351,181,29,39,151,5,9
292,0.28286412,-9545038.56118906,3702801.14351084,648,1,323,181,29,42,151,4,10
293,0.28286412,-9544038.56118906,3702801.14351084,647,0,63,179,28,42,148,3,10
294,0.28286412,-9543038.56118906,3702801.14351084,636,1,94,178,29,42,144,2,10
295,0.22747651,-9542038.56118906,3702801.14351084,625,1,103,179,31,40,143,5,9
296,0.22747651,-9541038.56118906,3702801.14351084,621,1,0,180,31,39,141,5,9
297,0.22747651,-9540038.56118906,3702801.14351084,625,1,3,180,30,38,145,5,9
298,0.20428899,-9539038.56118906,3702801.14351084,635,0,325,181,30,40,148,4,9
299,0.20428899,-9538038.56118906,3702801.14351084,626,1,90,179,30,40,147,4,9
300,0.20428899,-9537038.56118906,3702801.14351084,619,1,124,177,30,40,151,4,10
301,0.134131,-9536038.56118906,3702801.14351084,599,1,96,176,27,42,145,5,10
302,0.134131,-9535038.56118906,3702801.14351084,578,1,23,179,29,41,145,5,9
303,0.134131,-9534038.56118906,3702801.14351084,588,2,6,180,29,42,145,5,9
304,0.16072428,-9533038.56118906,3702801.14351084,573,1,348,181,28,43,145,4,9
305,0.16072428,-9532038.56118906,3702801.14351084,590,1,88,178,29,41,148,4,9
306,0.16072428,-9531038.56118906,3702801.14351084,570,1,106,177,28,41,149,5,10
307,0.08469837,-9530038.56118906,3702801.14351084,556,1,107,178,28,42,151,5,10
308,0.08469837,-9529038.56118906,3702801.14351084,548,1,59,179,25,49,154,4,10
309,0.08469837,-9528038.56118906,3702801.14351084,540,1,40,179,25,47,155,4,10
310,0.11571364,-9527038.56118906,3702801.14351084,537,0,21,180,25,46,154,4,10
311,0.11571364,-9526038.56118906,3702801.14351084,541,1,41,179,28,41,154,4,10
312,0.11571364,-9525038.56118906,3702801.14351084,522,1,80,178,27,44,152,4,10
313,0.17362528,-9524038.56118906,3702801.14351084,516,0,46,179,26,47,151,4,10
314,0.17362528,-9523038.56118906,3702801.14351084,514,0,180,180,27,42,147,5,10
315,0.17362528,-9522038.56118906,3702801.14351084,516,1,207,181,26,43,149,4,10
316,0.23552252,-9521038.56118906,3702801.14351084,522,1,184,181,29,42,152,4,10
317,0.23552252,-9520038.56118906,3702801.14351084,518,1,175,180,28,43,146,5,9
318,0.23552252,-9519038.56118906,3702801.14351084,502,1,59,177,28,44,146,5,9
319,0.18001366,-9518038.56118906,3702801.14351084,490,1,8,180,28,44,149,5,9
320,0.18001366,-9517038.56118906,3702801.14351084,498,0,23,180,26,41,154,4,10
321,0.18001366,-9516038.56118906,3702801.14351084,487,1,21,180,25,44,153,4,10
322,0.21507947,-9515038.56118906,3702801.14351084,491,1,321,182,24,48,153,4,10
323,0.21507947,-9514038.56118906,3702801.14351084,505,1,254,184,29,42,149,5,10
324,0.21507947,-9513038.56118906,3702801.14351084,503,1,34,179,27,42,145,5,9
